"","PlayerId","Name","Salary","Team","Position.x","Opp","IsHome","PMIN","Points","Ceil","Floor","O.U","Total","Position.y","averageMinutes","cumPercAttemptedPerMinute","lastGameAttemptedPerMin","lastYeartwoPerc","cumTwoPerc","lastYearThreePerc","cumThreePerc","lastYearThreeProp","cumThreeProp","cumFtMadePerFgAttempted","lastYearFgAttemptedPerGame","lastYearSetOfFtsPerFg","cumSetOfFtsPerFgAttempted","lastYearExtraProb","cumExtraProb","lastYearFtPerc","cumFtPerc","LastYearFTAttempted","LastYearNumbGames","gamesPlayedSeason","cumFgAttemptedPerGame","timestamp"
"21",2528426,"Jordan Clarkson",6700,"UTA","PG\/SG}","LAC","UNKNOWN",32,32.12,44.57,22.14,NA,NA,"PG",30.9,0.00532987762182951,0.00636089722129227,0.543362831858407,0.479452054794521,0.320450885668277,0.3625,0.523608768971332,0.522875816993464,0.111111111111111,13.9529411764706,0.0657672849915683,0.065359477124183,0.423529411764706,0.4,0.833333333333333,0.708333333333333,192,85,10,15.3,1667757481.56868
"22",2581184,"Anthony Gill",3900,"WAS","PF}","MEM","UNKNOWN",22,14.5,22.03,8.54,NA,NA,"PF",15.2222222222222,0.00273011659872974,0.00258175559380379,0.578313253012048,0.695652173913043,0.538461538461538,0.222222222222222,0.238532110091743,0.28125,0.125,2.47727272727273,0.220183486238532,0.0625,0.0909090909090909,0,0.807692307692308,1,52,44,9,3.55555555555556,1667757481.56868
"23",2594922,"Otto Porter Jr.",4400,"TOR","SF\/PF}","CHI","UNKNOWN",20,16.34,24.9,10.12,NA,NA,"SF",16,0.00161082474226804,0.00162337662337662,0.571428571428571,NA,0.376425855513308,0.6,0.532388663967611,1,0.4,6.02439024390244,0.0647773279352227,0.2,0.0731707317073171,0,0.8,1,70,82,2,2.5,1667757481.56868
"24",2595516,"Norman Powell",4300,"LAC","SF\/SG}","UTA","UNKNOWN",26,22.13,31.54,14.19,NA,NA,"SF",25.4444444444444,0.00480056270332054,0.00434782608695652,0.489130434782609,0.490909090909091,0.419847328244275,0.277777777777778,0.415873015873016,0.395604395604396,0.153846153846154,13.4042553191489,0.182539682539683,0.10989010989011,0.297872340425532,0.111111111111111,0.80327868852459,0.666666666666667,244,47,9,10.1111111111111,1667757481.56868
"25",2596112,"Javonte Green",4100,"CHI","SG\/SF}","TOR","UNKNOWN",20,15.69,23.93,9.04,NA,NA,"SF",18.2,0.00271880018715462,0.00301204819277108,0.608510638297872,0.666666666666667,0.336448598130841,0.375,0.312865497076023,0.372093023255814,0.209302325581395,4.88571428571429,0.134502923976608,0.116279069767442,0.0857142857142857,0.2,0.826530612244898,0.75,98,70,10,4.3,1667757481.56868
"26",2991043,"Caris LeVert",6500,"CLE","SG\/SF}","LAL","UNKNOWN",35,30.71,40.87,21.28,NA,NA,"SG",35.625,0.0038786424751337,0.00411522633744856,0.491830065359477,0.283018867924528,0.325842696629214,0.454545454545455,0.303754266211604,0.45360824742268,0.288659793814433,14.65,0.10580204778157,0.175257731958763,0.2,0.125,0.762626262626263,0.8,198,60,8,12.125,1667757481.56868
"27",2991230,"Fred VanVleet",7500,"TOR","PG}","CHI","UNKNOWN",36,38.44,51.69,26.44,NA,NA,"SG",38,0.00348825279573202,0.00376196990424077,0.437632135306554,0.32258064516129,0.375366568914956,0.378378378378378,0.59047619047619,0.544117647058823,0.264705882352941,16.5,0.0883116883116883,0.132352941176471,0.342857142857143,0.5,0.87280701754386,0.857142857142857,228,70,6,11.3333333333333,1667757481.56868
"28",2991235,"Steven Adams",5800,"MEM","C}","WAS","UNKNOWN",26,27.45,37.93,19.94,NA,NA,"C",26.3333333333333,0.00219084712755599,0.00463821892393321,0.542079207920792,0.583333333333333,0,NA,0.00246913580246914,0,0.145833333333333,4.87951807228916,0.232098765432099,0.208333333333333,0.265060240963855,0.333333333333333,0.542857142857143,0.304347826086957,210,83,9,5.33333333333333,1667757481.56868
"29",2991350,"Alex Caruso",4600,"CHI","PG\/SG}","TOR","UNKNOWN",25,17,24.5,10,NA,NA,"SG",25,0.00188722669735328,0.00157150340492404,0.459259259259259,0.411764705882353,0.340277777777778,0.375,0.516129032258065,0.585365853658537,0.292682926829268,6.2,0.125448028673835,0.195121951219512,0.0666666666666667,0,0.794520547945205,0.75,73,45,10,4.1,1667757481.56868
"30",3059310,"Monte Morris",5300,"WAS","PG}","MEM","UNKNOWN",30,23.95,34.68,15.97,NA,NA,"PG",27.1111111111111,0.00330530125612093,0.00314300680984809,0.545454545454545,0.454545454545455,0.397058823529412,0.32,0.412621359223301,0.36231884057971,0.159420289855072,10.3,0.0485436893203883,0.0869565217391304,0.2,0.333333333333333,0.854166666666667,0.733333333333333,96,80,9,7.66666666666667,1667757481.56868
"31",3064440,"Zach LaVine",7100,"CHI","SG\/SF}","TOR","UNKNOWN",34,32.39,44.54,22.86,NA,NA,"SG",33.5714285714286,0.00567850281078773,0.00423314881146207,0.532536520584329,0.419354838709677,0.389662027833002,0.423076923076923,0.400477707006369,0.456140350877193,0.236842105263158,17.4444444444444,0.144108280254777,0.131578947368421,0.388888888888889,0.285714285714286,0.856410256410256,0.84375,390,72,7,16.2857142857143,1667757481.56868
"32",3102531,"Kristaps Porzingis",8600,"WAS","C\/PF}","MEM","UNKNOWN",32,43.88,56.48,32.02,NA,NA,"C",30.8888888888889,0.005297580117724,0.00509731232622799,0.532038834951456,0.580246913580247,0.30952380952381,0.377777777777778,0.328552803129074,0.357142857142857,0.293650793650794,15.0392156862745,0.173402868318123,0.158730158730159,0.392156862745098,0.444444444444444,0.867132867132867,0.840909090909091,286,51,9,14,1667757481.56868
"33",3134907,"Kyle Kuzma",6200,"WAS","SF\/PF}","MEM","UNKNOWN",32,32.7,43.21,23.12,NA,NA,"SF",31.7777777777778,0.00494505494505494,0.00602409638554217,0.525846702317291,0.528571428571429,0.341333333333333,0.352941176470588,0.400641025641026,0.421487603305785,0.239669421487603,14.1818181818182,0.110042735042735,0.140495867768595,0.196969696969697,0.333333333333333,0.712328767123288,0.783783783783784,219,66,9,13.4444444444444,1667757481.56868
"34",3134932,"John Konchar",4600,"MEM","SF\/SG}","WAS","UNKNOWN",23,16.96,24.55,9.37,NA,NA,"SG",25.75,0.00257150354237733,0.00194363459669582,0.602836879432624,0.625,0.401515151515151,0.424242424242424,0.483516483516484,0.673469387755102,0.0204081632653061,3.4125,0.0879120879120879,0.0204081632653061,0.0375,0,0.568627450980392,0.5,51,80,8,6.125,1667757481.56868
"35",3135046,"Tyus Jones",5400,"MEM","PG}","WAS","UNKNOWN",23,20.2,29.8,11.84,NA,NA,"PG",24.1111111111111,0.00478553704360156,0.00583090379008746,0.473815461346633,0.535714285714286,0.392,0.35,0.384024577572965,0.416666666666667,0.0416666666666667,7.65882352941177,0.0506912442396313,0.03125,0.176470588235294,0.333333333333333,0.839506172839506,0.444444444444444,81,85,9,10.6666666666667,1667757481.56868
"36",3155526,"Dillon Brooks",5600,"MEM","SG\/SF}","WAS","UNKNOWN",29,25.9,36.93,17.18,NA,NA,"SF",26.8333333333333,0.00545039572143936,0.00556586270871985,0.452830188679245,0.391304347826087,0.321266968325792,0.5,0.316618911174785,0.425,0.1125,16.2325581395349,0.0859598853868195,0.0875,0.255813953488372,0,0.809160305343511,0.642857142857143,131,43,6,13.3333333333333,1667757481.56868
"37",3893016,"Cedi Osman",4200,"CLE","SF\/PF}","LAL","UNKNOWN",13,9.99,16.37,4.57,NA,NA,"SF",24,0.00397673314339981,0.00444444444444444,0.553488372093023,0.5,0.354570637119114,0.384615384615385,0.626736111111111,0.582089552238806,0.164179104477612,8.59701492537313,0.104166666666667,0.0746268656716418,0.194029850746269,0.5,0.669172932330827,0.785714285714286,133,67,8,8.375,1667757481.56868
"38",3906665,"Brandon Clarke",4300,"MEM","PF\/C}","WAS","UNKNOWN",16,16.1,23.49,9.77,NA,NA,"PF",16.8888888888889,0.00384299089068826,0.00446428571428571,0.658252427184466,0.666666666666667,0.217391304347826,0,0.0427509293680297,0.0555555555555556,0.296296296296296,7.07894736842105,0.152416356877323,0.185185185185185,0.263157894736842,0.222222222222222,0.657608695652174,0.727272727272727,184,76,9,6,1667757481.56868
"39",3907822,"Malik Beasley",4700,"UTA","SF\/SG}","LAC","UNKNOWN",22,16.65,24.85,8.93,NA,NA,"SG",24.4,0.00436746722193792,0.00453074433656958,0.446351931330472,0.404761904761905,0.375186846038864,0.385964912280702,0.741685144124169,0.575757575757576,0.0707070707070707,10.4883720930233,0.0288248337028825,0.0303030303030303,0.197674418604651,0.2,0.797101449275362,0.875,69,86,10,9.9,1667757481.56868
"40",3907823,"Terance Mann",4000,"LAC","SG\/SF}","UTA","UNKNOWN",13,8.92,14.89,4.21,NA,NA,"SG",14.6666666666667,0.00302013422818792,0.0125,0.537154989384289,0.761904761904762,0.360576923076923,0.25,0.306332842415317,0.363636363636364,0.0909090909090909,8.28048780487805,0.110456553755523,0.0909090909090909,0.170731707317073,0.111111111111111,0.780487804878049,0.428571428571429,164,82,9,3.66666666666667,1667757481.56868
"41",3908336,"Matt Ryan",3500,"LAL","SF}","CLE","UNKNOWN",11,8.18,15.12,2.48,NA,NA,"F",13.3333333333333,0.00405405405405405,0.00481927710843374,NA,0.285714285714286,0.2,0.434782608695652,1,0.766666666666667,0,5,0,0,0,0,NA,NA,0,1,6,5,1667757481.56868
"42",3908809,"Donovan Mitchell",9600,"CLE","SG\/PG}","LAL","UNKNOWN",37,44.02,56.16,32.1,NA,NA,"SG",39.8571428571429,0.00646431065630068,0.00613636363636364,0.530359355638166,0.510416666666667,0.344729344729345,0.4375,0.465208747514911,0.4,0.225,20.6712328767123,0.106693174287608,0.125,0.452054794520548,0.285714285714286,0.856338028169014,0.857142857142857,355,73,7,22.8571428571429,1667757481.56868
"43",3912848,"Dean Wade",4200,"CLE","PF\/SF}","LAL","UNKNOWN",24,15.04,23.56,8.27,NA,NA,"PF",24.5,0.00250014535728821,0.00214707461084273,0.64,0.615384615384615,0.359154929577465,0.5,0.654377880184332,0.697674418604651,0.186046511627907,4.25490196078431,0.0552995391705069,0.116279069767442,0.117647058823529,0.125,0.666666666666667,0.727272727272727,30,51,8,5.375,1667757481.56868
"44",3934719,"OG Anunoby",7800,"TOR","SF\/SG}","CHI","UNKNOWN",38,33.63,45.81,23.88,NA,NA,"SF",34.5555555555556,0.0039116419640306,0.0062799043062201,NA,0.515625,NA,0.409090909090909,NA,0.407407407407407,0.185185185185185,NA,NA,0.0925925925925926,NA,0.444444444444444,NA,0.833333333333333,NA,NA,9,12,1667757481.56868
"45",3936099,"Derrick Jones Jr.",3900,"CHI","SF\/PF}","TOR","UNKNOWN",15,10.85,17.66,5.55,NA,NA,"SF",14.625,0.00264871426994813,0,0.635714285714286,0.35,0.319444444444444,0.428571428571429,0.339622641509434,0.259259259259259,0.777777777777778,3.78571428571429,0.155660377358491,0.407407407407407,0.125,0.125,0.794520547945205,0.91304347826087,73,56,8,3.375,1667757481.56868
"46",3948153,"Chris Boucher",5900,"TOR","C\/PF}","CHI","UNKNOWN",22,23.66,33.69,15.69,NA,NA,"PF",21.1666666666667,0.00427114507365546,0.00492424242424242,0.586666666666667,0.666666666666667,0.30327868852459,0.5,0.394184168012924,0.448979591836735,0.142857142857143,7.19767441860465,0.150242326332795,0.102040816326531,0.197674418604651,0.166666666666667,0.783251231527094,0.636363636363636,203,86,6,8.16666666666667,1667757481.56868
"47",4017837,"Ivica Zubac",7000,"LAC","C}","UTA","UNKNOWN",29,29.05,38.16,20.68,NA,NA,"C",29.4444444444444,0.0027808028365202,0.00347222222222222,0.63030303030303,0.633333333333333,NA,0,0,0.0163934426229508,0.229508196721311,6.42857142857143,0.224242424242424,0.19672131147541,0.168831168831169,0,0.723404255319149,0.583333333333333,235,77,9,6.77777777777778,1667757481.56868
"48",4066264,"Wenyen Gabriel",4000,"LAL","PF}","CLE","UNKNOWN",11,8.25,13.1,3.88,NA,NA,"F",11.3333333333333,0.0025668449197861,0.00109529025191676,0.560975609756098,0.692307692307692,0.285714285714286,0,0.254545454545455,0.1875,0.3125,4.23076923076923,0.163636363636364,0.25,0.230769230769231,0,0.595238095238095,0.625,42,26,6,2.66666666666667,1667757481.56868
"49",4066320,"Desmond Bane",8100,"MEM","SG\/SF}","WAS","UNKNOWN",34,37.89,51.09,26.87,NA,NA,"SG",32.125,0.00601535387527605,0.00680272108843537,0.482280431432974,0.430555555555556,0.443535188216039,0.464788732394366,0.484920634920635,0.496503496503497,0.223776223776224,14.3181818181818,0.0603174603174603,0.118881118881119,0.431818181818182,0.375,0.894736842105263,0.864864864864865,190,88,8,17.875,1667757481.56868
"50",4066328,"Jarrett Allen",6800,"CLE","C\/PF}","LAL","UNKNOWN",33,36.78,46.83,26.97,NA,NA,"C",33.125,0.00352631296027522,0.00617283950617284,0.693014705882353,0.5875,0.0909090909090909,0,0.0198198198198198,0.024390243902439,0.182926829268293,9.56896551724138,0.194594594594595,0.121951219512195,0.362068965517241,0.125,0.708860759493671,0.714285714285714,237,58,8,10.25,1667757481.56868
"51",4066336,"Lauri Markkanen",8500,"UTA","PF\/SF}","LAC","UNKNOWN",32,35.82,47.21,24.43,NA,NA,"PF",33.9,0.00517573690744957,0.0050014710208885,0.547337278106509,0.666666666666667,0.361111111111111,0.298507462686567,0.539509536784741,0.411042944785276,0.208588957055215,11.6507936507937,0.0994550408719346,0.110429447852761,0.238095238095238,0.4,0.869565217391304,0.85,161,63,10,16.3,1667757481.56868
"52",4066387,"Amir Coffey",3700,"LAC","SF\/SG}","UTA","UNKNOWN",15,9.27,16.42,4.21,NA,NA,"SG",10.625,0.00212295444493587,0.00208333333333333,0.536231884057971,0.363636363636364,0.376984126984127,0.25,0.549019607843137,0.266666666666667,0.866666666666667,6.55714285714286,0.113289760348584,0.533333333333333,0.157142857142857,0,0.852173913043478,0.8125,115,70,8,1.875,1667757481.56868
"53",4066457,"Austin Reaves",4400,"LAL","SF\/SG}","CLE","UNKNOWN",20,11.5,18.02,6.23,NA,NA,"SG",24.25,0.00184894666069027,0.000547645125958379,0.610738255033557,0.666666666666667,0.321212121212121,0.428571428571429,0.525477707006369,0.636363636363636,0.393939393939394,5.23333333333333,0.171974522292994,0.151515151515152,0.133333333333333,0.5,0.836206896551724,0.928571428571429,116,60,8,4.125,1667757481.56868
"54",4066648,"Rui Hachimura",5100,"WAS","SF\/PF}","MEM","UNKNOWN",22,19.49,28.5,11.45,NA,NA,"PF",23.4444444444444,0.0045423770542254,0.00334672021419009,0.511627906976744,0.492307692307692,0.447154471544715,0.235294117647059,0.322834645669291,0.207317073170732,0.170731707317073,9.07142857142857,0.078740157480315,0.109756097560976,0.142857142857143,0,0.696969696969697,0.777777777777778,66,42,9,9.11111111111111,1667757481.56868
"55",4277811,"Collin Sexton",5000,"UTA","SG}","LAC","UNKNOWN",28,23.47,32.91,15.24,NA,NA,"PG",21.7,0.00481167500855684,0.00435219283562102,0.537735849056604,0.515625,0.244444444444444,0.393939393939394,0.298013245033113,0.34020618556701,0.319587628865979,13.7272727272727,0.112582781456954,0.164948453608247,0.454545454545455,0.5,0.743589743589744,0.837837837837838,39,11,10,9.7,1667757481.56868
"56",4277843,"Gary Trent Jr.",6000,"TOR","SG\/SF}","CHI","UNKNOWN",36,31.43,43.85,21.54,NA,NA,"SG",35.6666666666667,0.00494777350192413,0.00378787878787879,0.443493150684932,0.515151515151515,0.38013698630137,0.36,0.5,0.531914893617021,0.163120567375887,15.3684210526316,0.0839041095890411,0.099290780141844,0.355263157894737,0.111111111111111,0.856502242152466,0.793103448275862,223,76,9,15.6666666666667,1667757481.56868
"57",4277890,"Lonnie Walker IV",5900,"LAL","SG\/SF}","CLE","UNKNOWN",30,21.81,32.61,13.09,NA,NA,"G",32.125,0.00456775503298934,0.00481927710843373,0.487980769230769,0.53125,0.316526610644258,0.318181818181818,0.461836998706339,0.407407407407407,0.203703703703704,10.887323943662,0.0905562742561449,0.111111111111111,0.112676056338028,0.375,0.783783783783784,0.814814814814815,148,71,8,13.5,1667757481.56868
"58",4277964,"Xavier Tillman Sr.",3800,"MEM","PF}","WAS","UNKNOWN",3,2.49,6.85,0,NA,NA,"C",11.6666666666667,0.00304491245876681,0.00204081632653061,NA,0.588235294117647,NA,0.333333333333333,NA,0.15,0.1,NA,NA,0.15,NA,0.166666666666667,NA,0.285714285714286,NA,NA,6,3.33333333333333,1667757481.56868
"59",4278039,"Nickeil Alexander-Walker",4100,"UTA","SG\/SF}","LAC","UNKNOWN",4,3.16,7.37,0,NA,NA,"SG",7.66666666666667,0.00477783086478739,0.00485436893203883,0.436046511627907,0.555555555555556,0.310650887573964,0.363636363636364,0.495601173020528,0.55,0.2,10.3333333333333,0.0733137829912024,0.1,0.151515151515152,0.166666666666667,0.745454545454545,0.8,110,66,6,3.33333333333333,1667757481.56868
"60",4278049,"Daniel Gafford",3700,"WAS","C}","MEM","UNKNOWN",10,9.27,15.45,4.38,NA,NA,"C",14,0.00287569573283859,0.00240963855421687,0.696821515892421,0.67741935483871,0,NA,0.0024390243902439,0,0.258064516129032,5.69444444444444,0.160975609756098,0.193548387096774,0.291666666666667,0.222222222222222,0.699346405228758,0.571428571428571,153,72,9,3.44444444444444,1667757481.56868
"61",4278077,"Jarred Vanderbilt",5800,"UTA","PF}","LAC","UNKNOWN",26,28.08,38.2,19.45,NA,NA,"PF",25.3,0.00280806851687181,0.00271844660194175,0.595744680851064,0.563636363636364,0.142857142857143,0.545454545454545,0.0358974358974359,0.166666666666667,0.151515151515152,4.81481481481481,0.166666666666667,0.106060606060606,0.160493827160494,0.1,0.657342657342657,0.666666666666667,143,81,10,6.6,1667757481.56868
"62",4278402,"Jordan Goodwin",3500,"WAS","PG}","MEM","UNKNOWN",16,11.69,17.89,6.92,NA,NA,"G",9.33333333333333,0.00281954887218045,0.00301204819277108,0,0.8,0,0,0.333333333333333,0.285714285714286,0,1.5,0,0,0,0,NA,NA,0,2,3,2.33333333333333,1667757481.56868
"63",4278508,"Troy Brown Jr.",4600,"LAL","SF}","CLE","UNKNOWN",25,18.75,27.38,11.35,NA,NA,"SF",26.1666666666667,0.00348691245525129,0.00547645125958379,0.488549618320611,0.518518518518518,0.340277777777778,0.304347826086957,0.523636363636364,0.46,0.16,3.98550724637681,0.04,0.08,0.0579710144927536,0,0.769230769230769,1,26,69,6,8.33333333333333,1667757481.56868
"64",4279888,"Ja Morant",9900,"MEM","PG}","WAS","UNKNOWN",34,42.59,54.96,32.12,NA,NA,"PG",31.625,0.00641761230821539,0.00489795918367347,0.527358490566038,0.512396694214876,0.342019543973941,0.5,0.22457937088515,0.198675496688742,0.417218543046358,20.4029850746269,0.172640819312363,0.225165562913907,0.447761194029851,0.75,0.758964143426295,0.851351351351351,502,67,8,18.875,1667757481.56868
