"","avg","prob_0","prob_1","prob_2","prob_3","prob_4","prob_5","prob_6","prob_7","prob_8","prob_9","prob_10","prob_11","prob_12","prob_13","prob_14","prob_15","prob_16","prob_17","prob_18","prob_19","prob_20","prob_21","prob_22","prob_23","prob_24","prob_25","prob_26","prob_27","prob_28","prob_29","prob_30","prob_31","prob_32","prob_33","prob_34","prob_35","prob_36","prob_37","prob_38","prob_39","prob_40","prob_41","prob_42","prob_43","prob_44","prob_45","prob_46","prob_47","prob_48","prob_49","prob_50"
"190",19.3,0,2.5e-05,0,0.000175,3e-04,0.00055,0.001325,0.00195,0.004325,0.00735,0.009925,0.016075,0.0236,0.033425,0.04175,0.05615,0.066675,0.078675,0.083425,0.089,0.0856,0.082475,0.074475,0.0644,0.0516,0.04055,0.0292,0.021325,0.01415,0.0095,0.0053,0.0034,0.001625,0.000925,0.00045,0.000225,5e-05,0,2.5e-05,0,2.5e-05,0,0,0,0,0,0,0,0,0,0
"191",19.4,0,0,7.49981250468738e-05,4.99987500312492e-05,0.000174995625109372,0.000549986250343741,0.00127496812579686,0.00222494437639059,0.00382490437739057,0.00692482687932802,0.0114497137571561,0.0159246018849529,0.023774405639859,0.0332241693957651,0.0425739356516087,0.0556486087847804,0.0652483687907802,0.0757481062973426,0.0833229169270768,0.0886977825554361,0.0838229044273893,0.0861228469288268,0.0730481737956551,0.0630234244143896,0.0514737131571711,0.0417489562760931,0.0318742031449214,0.0215494612634684,0.0155746106347341,0.00827479313017175,0.00554986125346866,0.00329991750206245,0.00202494937626559,0.00107497312567186,0.000499987500312492,0.000124996875078123,0.000124996875078123,4.99987500312492e-05,2.49993750156246e-05,0,0,0,0,0,0,0,0,0,0,0,0
"192",19.5,0,7.49981250468738e-05,4.99987500312492e-05,0.000149996250093748,0.000274993125171871,0.000524986875328117,0.00127496812579686,0.00219994500137497,0.00397490062748431,0.00717482062948426,0.0105497362565936,0.0160745981350466,0.0224744381390465,0.0333241668958276,0.0423739406514837,0.0546486337841554,0.0646983825404365,0.0734981625459364,0.0831479213019675,0.0867478313042174,0.0838979025524362,0.0836979075523112,0.0748231294217645,0.0630484237894053,0.0529736756581085,0.0424489387765306,0.0310492237694058,0.0247493812654684,0.0158246043848904,0.00987475313117172,0.00617484562885928,0.00379990500237494,0.00214994625134372,0.000999975000624984,0.000524986875328117,0.000574985625359366,7.49981250468738e-05,7.49981250468738e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",19.6,0,0,7.49981250468738e-05,9.99975000624984e-05,0.000274993125171871,0.000524986875328117,0.000999975000624984,0.00184995375115622,0.00322491937701557,0.00634984125396865,0.0104497387565311,0.015449613759656,0.0228744281392965,0.0309742256443589,0.0419239519012025,0.0520486987825304,0.0617234569135772,0.0743731406714832,0.0820729481762956,0.0868728281792955,0.0868478288042799,0.0807479813004675,0.0747481312967176,0.0671483212919677,0.0558236044098898,0.0430739231519212,0.0322491937701557,0.0248743781405465,0.0163495912602185,0.0102497437564061,0.00657483562910927,0.00459988500287493,0.00209994750131247,0.00124996875078123,0.000699982500437489,0.000224994375140621,0.000149996250093748,7.49981250468738e-05,0,2.49993750156246e-05,2.49993750156246e-05,0,0,0,0,0,0,0,0,0,0
"194",19.7,0,0,2.5e-05,0.000125,0.000125,0.000475,0.0012,0.001775,0.0034,0.005525,0.00885,0.0137,0.0224,0.027675,0.037775,0.0488,0.0638,0.074225,0.082925,0.0845,0.088025,0.08285,0.0774,0.068475,0.056325,0.044075,0.0351,0.025025,0.017425,0.011525,0.007375,0.00455,0.0021,0.0013,0.000525,0.000475,1e-04,2.5e-05,0,2.5e-05,0,0,0,0,0,0,0,0,0,0,0
"195",19.8,0,0,2.49993750156246e-05,7.49981250468738e-05,0.000199995000124997,0.000674983125421865,0.000924976875578111,0.00189995250118747,0.00317492062698433,0.00587485312867178,0.00947476313092173,0.0139746506337342,0.0191245218869528,0.0300492487687808,0.0394740131496713,0.0479738006549836,0.0623234419139522,0.0721731956701082,0.0792230194245144,0.0856728581785455,0.0856978575535612,0.0829229269268268,0.0776230594235144,0.0706982325441864,0.0575735606609835,0.0452238694032649,0.0347491312717182,0.0257493562660933,0.0176995575110622,0.0116247093822654,0.00799980000499988,0.00434989125271868,0.00317492062698433,0.00154996125096873,0.000599985000374991,0.000224994375140621,0.000124996875078123,4.99987500312492e-05,4.99987500312492e-05,0,0,0,0,0,0,0,0,0,0,0,0
"196",19.9,0,2.49993750156246e-05,0,4.99987500312492e-05,0.000174995625109372,0.000499987500312492,0.000774980625484363,0.00204994875128122,0.00322491937701557,0.00592485187870303,0.0095497612559686,0.0129246768830779,0.0205994850128747,0.0286742831429214,0.0390490237744056,0.0506237344066398,0.0606984825379366,0.0689982750431239,0.0787230319242019,0.086772830679233,0.0833479163020924,0.0846228844278893,0.0791480212994675,0.0692482687932802,0.0587985300367491,0.0453238669033274,0.0352741181470463,0.0268993275168121,0.0171995700107497,0.0125246868828279,0.00749981250468738,0.00437489062773431,0.00289992750181245,0.00187495312617185,0.000699982500437489,0.000399990000249994,0.00032499187520312,0.000124996875078123,2.49993750156246e-05,2.49993750156246e-05,0,0,0,2.49993750156246e-05,0,0,0,0,0,0,0
"197",20,0,2.49993750156246e-05,7.49981250468738e-05,9.99975000624984e-05,0.000224994375140621,0.000524986875328117,0.000899977500562486,0.00194995125121872,0.00277493062673433,0.00587485312867178,0.00744981375465613,0.0129746756331092,0.0201994950126247,0.0277493062673433,0.0363490912727182,0.0481987950301242,0.0600234994125147,0.0715982100447489,0.0786230344241394,0.0828979275518112,0.0849478763030924,0.0816229594260143,0.0773730656733582,0.0718982025449364,0.0600734981625459,0.0484487887802805,0.0364740881477963,0.0274243143921402,0.0192245193870153,0.0136246593835154,0.00854978625534362,0.00517487062823429,0.00317492062698433,0.00167495812604685,0.00102497437564061,0.000424989375265618,9.99975000624984e-05,0.000199995000124997,2.49993750156246e-05,0,2.49993750156246e-05,0,0,0,0,0,0,0,0,0,0
"198",20.1,0,0,9.99975000624984e-05,0.000149996250093748,0.000149996250093748,0.000424989375265618,0.000899977500562486,0.0018249543761406,0.00362490937726557,0.00562485937851554,0.00814979625509362,0.0116997075073123,0.0188245293867653,0.026574335641609,0.0367490812729682,0.0473738156546086,0.0566485837854054,0.0686232844178895,0.0783730406739832,0.0845978850528737,0.0842978925526862,0.0820729481762956,0.0790230244243894,0.0706732331691708,0.0598985025374366,0.0502237444063898,0.038824029399265,0.0294242643933902,0.0195245118872028,0.0145996350091248,0.00874978125546861,0.00534986625334367,0.00322491937701557,0.00169995750106247,0.000999975000624984,0.000599985000374991,0.000149996250093748,9.99975000624984e-05,0.000124996875078123,2.49993750156246e-05,0,0,0,0,0,0,0,0,0,0,0
"199",20.2,0,5e-05,0,1e-04,0.00025,7e-04,0.000875,0.001675,0.00295,0.00505,0.006925,0.0126,0.018125,0.02585,0.035925,0.04545,0.05775,0.069175,0.07585,0.082625,0.083975,0.085325,0.0804,0.071025,0.059225,0.051325,0.0404,0.029225,0.02055,0.01385,0.009675,0.005525,0.003775,0.001725,0.000975,0.000375,4e-04,0.000125,1e-04,7.5e-05,0,2.5e-05,0,0,0,0,0,0,0,0,0
"200",20.3,0,0,0.000149996250093748,0.000149996250093748,0.000274993125171871,0.000449988750281243,0.000849978750531237,0.00154996125096873,0.00284992875178121,0.00484987875303117,0.00727481812954676,0.0113247168820779,0.0171495712607185,0.0250993725156871,0.0333491662708432,0.0445238869028274,0.0551486212844679,0.0667733306667333,0.0763980900477488,0.0836229094272643,0.0862978425539361,0.0847478813029674,0.0814979625509362,0.0719482012949676,0.0627734306642334,0.0503737406564836,0.0403489912752181,0.0298742531436714,0.0216994575135622,0.0151996200094998,0.00979975500612485,0.00592485187870303,0.00382490437739057,0.0017249568760781,0.00114997125071873,0.000599985000374991,0.000224994375140621,0.000149996250093748,4.99987500312492e-05,0,0,0,0,0,0,0,0,0,0,0,0
"201",20.4,0,0,5e-05,0.00015,7.5e-05,0.000475,0.000675,0.001575,0.00245,0.0038,0.006975,0.0119,0.017525,0.024625,0.0343,0.04295,0.056675,0.065975,0.07625,0.081525,0.08545,0.085925,0.0812,0.071625,0.06105,0.051575,0.040625,0.0308,0.02245,0.0151,0.0107,0.007025,0.003925,0.002225,0.001525,0.000425,3e-04,7.5e-05,2.5e-05,2.5e-05,0,0,0,0,0,0,0,0,0,0,0
"202",20.5,0,4.99987500312492e-05,7.49981250468738e-05,7.49981250468738e-05,0.000249993750156246,0.000574985625359366,0.000699982500437489,0.00127496812579686,0.00242493937651559,0.00417489562760931,0.00634984125396865,0.0111997200069998,0.0151496212594685,0.0229244268893278,0.0332741681457964,0.0416989575260618,0.0525236869078273,0.0665483362915927,0.0736481587960301,0.0827729306767331,0.0856478588035299,0.0833479163020924,0.0787980300492488,0.0738231544211395,0.0650483737906552,0.0524736881577961,0.0430489237769056,0.0328741781455464,0.0243243918902027,0.0165995850103747,0.0113497162570936,0.00674983125421864,0.00479988000299993,0.00252493687657809,0.0013249668758281,0.000874978125546861,0.000474988125296868,0.000124996875078123,4.99987500312492e-05,4.99987500312492e-05,0,0,0,0,0,0,0,0,0,0,0
"203",20.6,0,2.49993750156246e-05,2.49993750156246e-05,7.49981250468738e-05,0.000174995625109372,0.000449988750281243,0.000674983125421865,0.00122496937576561,0.00252493687657809,0.00404989875253119,0.00522486937826554,0.0106997325066873,0.0162745931351716,0.0234744131396715,0.0311242218944526,0.0427739306517337,0.0527486812829679,0.0625734356641084,0.0713732156696083,0.0789230269243269,0.0870978225544361,0.0845228869278268,0.0826229344266393,0.0739481512962176,0.0645733856653584,0.0547986300342491,0.0442988925276868,0.0332241693957651,0.0231994200144996,0.0169245768855779,0.0122996925076873,0.00712482187945301,0.00514987125321867,0.00287492812679683,0.00124996875078123,0.000899977500562486,0.000349991250218745,0.000299992500187495,7.49981250468738e-05,2.49993750156246e-05,2.49993750156246e-05,0,0,0,0,0,0,0,0,0,0
"204",20.7,0,0,5e-05,0.00015,2e-04,4e-04,0.000425,0.001625,0.00235,0.004025,0.00615,0.011525,0.0155,0.02385,0.03285,0.040525,0.0528,0.063125,0.0709,0.07845,0.081825,0.083875,0.082375,0.074775,0.06505,0.05665,0.0426,0.03375,0.025725,0.018225,0.0111,0.007475,0.00525,0.002975,0.001575,0.00075,0.00075,0.000125,0.00015,2.5e-05,5e-05,2.5e-05,0,0,0,0,0,0,0,0,0
"205",20.8,0,0,0,5e-05,0.000125,0.00035,0.000875,0.0016,0.002125,0.00385,0.00565,0.01065,0.013725,0.021575,0.0304,0.039325,0.050475,0.06245,0.070225,0.077425,0.083375,0.0858,0.082175,0.07725,0.06455,0.059225,0.044975,0.0346,0.026875,0.01845,0.012375,0.0082,0.005275,0.002975,0.0016,0.000725,0.00035,0.000225,7.5e-05,5e-05,0,0,0,0,0,0,0,0,0,0,0
